animal_type,primary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,outcome_date,outcome_type,outcome_is_dead,geopoint,adopted,age,month,season
cat,brown  tabby,Female,2017-04-18,2017-05-21,under age/weight,stray,otc,2017-05-21,euthanasia,TRUE,"33.8081403, -118.2098294",No,7,05,Spring
dog,white,Male,2015-02-05,2019-02-01,normal,owner surrender,otc,2019-02-19,euthanasia,TRUE,"33.8115516, -118.2042489",No,10,02,Winter
dog,blue,Neutered,2023-04-07,2023-12-07,normal,stray,otc,2023-12-13,adoption,FALSE,"33.8081706, -118.2075106",Yes,1,12,Winter
dog,black,Female,2021-10-20,2022-10-19,normal,stray,otc,2022-10-20,return to owner,FALSE,"33.81165, -118.191704",No,3,10,Fall
other,brown,Unknown,2022-02-25,2022-03-07,under age/weight,wildlife,field,2022-03-08,transfer,FALSE,"33.8081706, -118.2075106",No,3,03,Spring
dog,black,Neutered,2016-04-01,2018-12-16,normal,owner surrender,otc,2018-12-29,euthanasia,TRUE,"33.81165, -118.191704",No,8,12,Winter
other,brown,Unknown,2022-02-25,2022-03-07,under age/weight,wildlife,field,2022-03-08,transfer,FALSE,"33.8081706, -118.2075106",No,3,03,Spring
other,brown,Unknown,2022-02-25,2022-03-07,under age/weight,wildlife,field,2022-03-08,transfer,FALSE,"33.8081706, -118.2075106",No,3,03,Spring
cat,black,Spayed,2016-09-23,2018-09-23,normal,stray,trap,2018-10-02,"shelter, neuter, return",FALSE,"33.8116593, -118.2111118",No,8,10,Fall
cat,gray,Female,2019-04-03,2019-04-30,under age/weight,stray,otc,2019-05-01,rescue,FALSE,"33.7979275, -118.0671222",No,5,05,Spring
cat,white,Neutered,2018-06-14,2022-06-30,normal,stray,otc,2022-07-13,return to owner,FALSE,"33.8068888, -118.1052775",No,6,07,Summer
cat,black,Spayed,2016-03-26,2017-08-26,normal,owner surrender,otc,2017-09-07,adoption,FALSE,"33.780778, -118.156752",Yes,9,09,Fall
dog,tan,Male,2012-09-29,2017-03-29,normal,confiscate,cruelty,2017-03-29,return to owner,FALSE,"33.8089708, -118.1858742",No,12,03,Spring
cat,black,Female,2022-05-25,2022-09-25,normal,stray,otc,2022-10-20,transfer,FALSE,"33.8089772, -118.186811",No,2,10,Fall
cat,black,Neutered,2015-09-01,2018-09-01,normal,stray,trap,2018-09-11,"shelter, neuter, return",FALSE,"33.7862476, -118.1567097",No,9,09,Fall
cat,black,Neutered,2018-01-11,2023-01-11,ill mild,stray,otc,2023-01-18,community cat,FALSE,"33.8081718, -118.1977749",No,7,01,Winter
cat,black,Female,2020-09-03,2020-10-15,ill severe,stray,field,2020-10-15,euthanasia,TRUE,"33.7862476, -118.1567097",No,4,10,Fall
cat,brown  tabby,Neutered,2014-07-21,2017-07-21,feral,stray,otc,2017-08-18,"shelter, neuter, return",FALSE,"33.7862476, -118.1567097",No,10,08,Summer
bird,gray,Unknown,2018-03-27,2018-04-27,under age/weight,wildlife,field,2018-04-27,euthanasia,TRUE,"33.8081718, -118.1977749",No,7,04,Spring
reptile,brown,Female,2017-10-10,2022-10-07,normal,stray,otc,2022-10-14,rescue,FALSE,"33.7630926, -118.1574679",No,7,10,Fall
cat,brown,Spayed,2015-03-03,2018-03-03,normal,owner surrender,otc,2018-03-03,adoption,FALSE,"33.7726218, -118.1567385",Yes,10,03,Spring
dog,tan,Female,2023-07-17,2024-03-17,injured  severe,stray,field,2024-03-17,return to owner,FALSE,"33.8081718, -118.1977749",No,1,03,Spring
cat,brown  tabby,Female,2011-11-24,2021-11-24,ill severe,stray,otc,2021-11-24,euthanasia,TRUE,"33.874632, -118.1578219",No,13,11,Fall
dog,brown,Spayed,2022-07-01,2023-07-01,normal,stray,otc,2023-09-30,adoption,FALSE,"33.8069603, -118.126253",Yes,2,09,Fall
cat,calico,Female,2021-05-04,2021-06-19,ill mild,stray,otc,2021-07-02,rescue,FALSE,"33.8717231, -118.1578644",No,3,07,Summer
cat,gray,Neutered,2021-03-12,2023-03-12,injured  mild,stray,field,2023-07-30,rescue,FALSE,"33.7698944, -118.1567785",No,4,07,Summer
dog,brown,Neutered,2024-01-09,2024-10-09,normal,stray,otc,2024-11-02,adoption,FALSE,"33.8067174, -118.1240593",Yes,1,11,Fall
cat,blue,Neutered,2018-11-16,2019-11-16,normal,owner surrender,otc,2019-11-22,adoption,FALSE,"33.7698944, -118.1567785",Yes,6,11,Fall
cat,gray tabby,Male,2021-08-26,2021-10-07,under age/weight,stray,otc,2021-11-27,rescue,FALSE,"33.806783, -118.0972337",No,3,11,Fall
cat,brown  tabby,Spayed,2020-10-07,2021-10-07,normal,stray,otc,2021-11-20,foster to adopt,FALSE,"33.806783, -118.0972337",Yes,4,11,Fall
cat,black,Female,2021-08-26,2021-10-07,under age/weight,stray,otc,2021-11-27,rescue,FALSE,"33.806783, -118.0972337",No,3,11,Fall
cat,black tabby,Spayed,2024-05-12,2024-05-25,under age/weight,stray,otc,2024-08-10,adoption,FALSE,"33.8662689, -118.1553909",Yes,0,08,Summer
cat,point,Neutered,2022-09-19,2022-09-22,under age/weight,stray,otc,2022-12-03,homefirst,FALSE,"33.806783, -118.0972337",No,2,12,Winter
cat,black tabby,Spayed,2024-05-12,2024-05-25,under age/weight,stray,otc,2024-08-21,adoption,FALSE,"33.8662689, -118.1553909",Yes,0,08,Summer
cat,gray,Male,2020-02-09,2020-02-27,under age/weight,stray,otc,2020-02-27,rescue,FALSE,"33.8391685, -118.2086979",No,5,02,Winter
cat,gray,Male,2018-10-07,2018-10-31,under age/weight,stray,otc,2018-10-31,rescue,FALSE,"33.8081747, -118.1934008",No,6,10,Fall
cat,black,Female,2020-07-03,2020-10-03,normal,stray,otc,2020-10-04,euthanasia,TRUE,"33.8648604, -118.1553996",No,4,10,Fall
bird,brown,Unknown,2021-04-30,2021-05-02,normal,stray,otc,2021-05-02,rescue,FALSE,"33.8082173, -118.203251",No,3,05,Spring
other,black,Unknown,2020-01-07,2023-01-07,injured  severe,wildlife,field,2023-01-07,euthanasia,TRUE,"33.80804990000001, -118.2153932",No,5,01,Winter
bird,white,Unknown,2020-05-01,2021-05-01,injured  moderate,wildlife,field,2021-05-01,transfer,FALSE,"33.7617914, -118.1564302",No,4,05,Spring
dog,white,Female,2013-01-29,2017-01-29,normal,stray,otc,2017-02-10,rescue,FALSE,"33.80804990000001, -118.2153932",No,12,02,Winter
cat,unknown,Unknown,2022-06-18,2022-06-20,under age/weight,stray,field,2022-06-21,rescue,FALSE,"33.8599678, -118.1567454",No,2,06,Summer
dog,brown,Male,2023-03-01,2024-04-25,normal,stray,field,2024-05-10,euthanasia,TRUE,"33.7853802, -118.1567543",No,2,05,Spring
cat,gray tabby,Spayed,2019-07-28,2023-07-28,i/i report,stray,field,2023-12-17,rescue,FALSE,"33.8105985, -118.1570026",No,5,12,Winter
dog,blue,Male,2015-02-02,2017-07-02,normal,stray,field,2017-07-02,return to owner,FALSE,"33.80804990000001, -118.2153932",No,10,07,Summer
dog,gold,Neutered,2021-03-18,2023-03-18,normal,owner surrender,otc,2023-03-22,rescue,FALSE,"33.8717231, -118.1578644",No,4,03,Spring
dog,white,Female,2023-05-07,2024-05-04,normal,stray,otc,2024-05-08,return to owner,FALSE,"33.8069716, -118.1281029",No,1,05,Spring
cat,black,Male,2023-06-08,2023-07-02,under age/weight,stray,otc,2023-07-22,adoption,FALSE,"33.81169089999999, -118.1882763",Yes,1,07,Summer
bird,black,Unknown,2016-10-03,2017-10-03,injured  severe,wildlife,field,2017-10-03,euthanasia,TRUE,"33.8069779, -118.128119",No,8,10,Fall
cat,orange tabby,Neutered,2023-04-27,2023-05-24,ill mild,stray,otc,2023-05-26,rescue,FALSE,"33.806783, -118.0972337",No,1,05,Spring
cat,orange tabby,Female,2017-06-06,2017-09-06,normal,stray,otc,2017-09-08,rescue,FALSE,"33.81530780000001, -118.1162946",No,7,09,Fall
cat,white,Male,2023-04-27,2023-05-24,ill mild,stray,otc,2023-05-26,rescue,FALSE,"33.806783, -118.0972337",No,1,05,Spring
dog,brown,Neutered,2022-01-18,2023-01-18,normal,stray,field,2023-03-04,adoption,FALSE,"33.8118133, -118.2076379",Yes,3,03,Spring
dog,brown,Neutered,2024-07-13,2024-12-13,normal,stray,otc,2024-12-20,adoption,FALSE,"33.81182010000001, -118.2076246",Yes,0,12,Winter
cat,brown  tabby,Neutered,2023-03-28,2023-06-01,under age/weight,stray,otc,2023-07-16,adoption,FALSE,"33.806783, -118.0972337",Yes,2,07,Summer
dog,gray,Neutered,2022-02-28,2023-02-28,normal,stray,field,2023-03-08,return to owner,FALSE,"33.8118133, -118.2076379",No,3,03,Spring
cat,orange,Spayed,2024-04-11,2024-05-22,under age/weight,stray,otc,2024-06-15,adoption,FALSE,"33.8119364, -118.2178026",Yes,0,06,Summer
cat,orange,Spayed,2024-04-11,2024-05-22,under age/weight,stray,otc,2024-06-15,adoption,FALSE,"33.8119364, -118.2178026",Yes,0,06,Summer
other,brown,Unknown,2019-03-26,2019-09-26,injured  mild,wildlife,field,2019-09-26,transfer,FALSE,"33.8069834, -118.1271672",No,6,09,Fall
cat,black,Spayed,2020-04-03,2022-04-03,normal,owner surrender,otc,2022-04-17,adoption,FALSE,"33.8069834, -118.1271672",Yes,4,04,Spring
bird,black,Unknown,2023-02-26,2023-05-26,injured  moderate,wildlife,field,2023-05-27,rescue,FALSE,"33.8116265, -118.2024198",No,2,05,Spring
dog,white,Female,2012-05-26,2018-05-26,normal,stray,otc,2018-06-16,transfer,FALSE,"33.8116265, -118.2024198",No,12,06,Summer
cat,gray tabby,Neutered,2023-07-08,2023-09-17,ill moderatete,return,NA,2023-09-30,adoption,FALSE,"33.8067595, -118.1339984",Yes,1,09,Fall
dog,black,Male,2018-02-06,2018-04-06,under age/weight,owner surrender,otc,2018-04-06,transfer,FALSE,"33.8119364, -118.2178026",No,7,04,Spring
dog,brown,Male,2012-06-27,2023-08-09,normal,stray,otc,2023-08-09,euthanasia,TRUE,"33.8081718, -118.1977749",No,12,08,Summer
dog,white,Spayed,2017-02-07,2024-02-07,normal,stray,otc,2024-02-14,adoption,FALSE,"33.8070298, -118.1108963",Yes,8,02,Winter
dog,chocolate,Neutered,2007-02-02,2017-03-12,normal,owner surrender,otc,2017-09-17,euthanasia,TRUE,"33.8019044, -118.0718232",No,18,09,Fall
dog,brown brindle,Spayed,2012-03-09,2024-02-07,normal,stray,otc,2024-03-13,adoption,FALSE,"33.806783, -118.0972337",Yes,13,03,Spring
bird,black,Unknown,2019-10-28,2020-10-28,ill moderatete,wildlife,field,2020-10-28,euthanasia,TRUE,"33.8669647, -118.1553534",No,5,10,Fall
dog,tricolor,Male,2017-01-16,2020-01-16,normal,stray,otc,2020-01-22,transfer,FALSE,"33.831731, -118.2168561",No,8,01,Winter
cat,orange tabby,Male,2019-04-17,2019-06-05,fractious,stray,trap,2019-07-07,adoption,FALSE,"33.8125081, -118.0769138",Yes,5,07,Summer
cat,calico,Spayed,2022-08-12,2023-04-12,ill severe,stray,otc,2024-11-07,adoption,FALSE,"33.808202, -118.1956642",Yes,2,11,Fall
cat,brown  tabby,Female,2021-09-08,2023-09-08,normal,stray,aban field,2023-10-06,rescue,FALSE,"33.8106458, -118.0972581",No,3,10,Fall
cat,calico,Female,2017-08-12,2017-10-27,normal,stray,field,2017-11-02,transfer,FALSE,"33.8082026, -118.2108696",No,7,11,Fall
other,brown,Unknown,2016-10-08,2017-10-08,normal,wildlife,field,2017-10-08,return to wild habitat,FALSE,"33.7714613, -118.1586901",No,8,10,Fall
other,gray,Unknown,2017-08-16,2018-08-16,injured  severe,wildlife,field,2018-08-16,euthanasia,TRUE,"33.81065299999999, -118.0955769",No,7,08,Summer
cat,gray,Female,2019-06-04,2019-08-04,normal,stray,otc,2019-08-06,rescue,FALSE,"33.8106601, -118.1044411",No,5,08,Summer
cat,white,Female,2016-05-04,2019-05-04,normal,stray,otc,2019-05-26,rescue,FALSE,"33.8590048, -118.158953",No,8,05,Spring
bird,fawn,Unknown,2021-06-14,2022-06-14,injured  mild,wildlife,field,2022-06-16,transfer,FALSE,"33.8106508, -118.1035949",No,3,06,Summer
cat,gray,Male,2022-05-12,2022-06-12,ill mild,stray,otc,2022-06-18,adoption,FALSE,"33.8081664, -118.1966919",Yes,2,06,Summer
cat,black,Male,2019-10-22,2019-12-22,normal,stray,otc,2019-12-27,rescue,FALSE,"33.8070579, -118.1058858",No,5,12,Winter
dog,white,Spayed,2017-12-11,2019-12-11,normal,owner surrender,otc,2020-01-02,adoption,FALSE,"33.8081718, -118.1977749",Yes,7,01,Winter
dog,white,Male,2016-08-12,2024-08-12,normal,stray,field,2024-08-12,return to owner,FALSE,"33.806783, -118.0972337",No,8,08,Summer
dog,black,Female,2012-03-14,2019-03-14,normal,stray,otc,2019-03-20,transfer,FALSE,"33.806783, -118.0972337",No,13,03,Spring
other,gray,Unknown,2014-11-25,2019-11-25,ill severe,wildlife,field,2019-11-25,euthanasia,TRUE,"33.806783, -118.0972337",No,10,11,Fall
wild,brown,Male,2018-06-23,2018-08-23,under age/weight,wildlife,field,2018-09-06,died,TRUE,"33.806783, -118.0972337",No,6,09,Fall
cat,black,Male,2019-07-22,2019-07-28,under age/weight,stray,otc,2019-07-28,rescue,FALSE,"33.8117361, -118.1861061",No,5,07,Summer
dog,brown,Spayed,2022-12-26,2023-10-25,normal,stray,otc,2023-11-24,homefirst,FALSE,"33.8116492, -118.1980837",No,2,11,Fall
cat,gray,Female,2019-07-17,2019-08-17,under age/weight,stray,field,2019-08-17,rescue,FALSE,"33.8081747, -118.1934008",No,5,08,Summer
cat,gray,Female,2019-07-17,2019-08-17,under age/weight,stray,field,2019-08-17,rescue,FALSE,"33.8081747, -118.1934008",No,5,08,Summer
dog,gray,Neutered,2022-10-27,2023-10-26,normal,stray,otc,2023-12-16,adoption,FALSE,"33.8118206, -118.2000049",Yes,2,12,Winter
cat,orange,Male,2022-09-01,2022-09-10,under age/weight,stray,otc,2022-12-16,rescue,FALSE,"33.8118206, -118.2000049",No,2,12,Winter
cat,black,Unknown,2023-05-09,2023-05-12,under age/weight,stray,field,2023-05-17,rescue,FALSE,"33.8070567, -118.1076147",No,1,05,Spring
cat,black,Neutered,2023-05-11,2023-06-11,ill mild,stray,otc,2023-12-08,rescue,FALSE,"33.8119364, -118.2178026",No,1,12,Winter
cat,black,Neutered,2023-05-11,2023-06-11,ill mild,stray,otc,2023-12-08,rescue,FALSE,"33.8119364, -118.2178026",No,1,12,Winter
cat,white,Unknown,2023-05-09,2023-05-12,under age/weight,stray,field,2023-05-17,rescue,FALSE,"33.8070567, -118.1076147",No,1,05,Spring
cat,brown  tabby,Spayed,2024-04-17,2024-10-30,ill mild,stray,otc,2024-11-10,community cat,FALSE,"33.8119364, -118.2178026",No,0,11,Fall
cat,brown  tabby,Neutered,2022-12-10,2023-12-10,injured  moderate,stray,field,2024-04-03,adoption,FALSE,"33.8119364, -118.2178026",Yes,2,04,Spring
dog,black,Spayed,2017-06-25,2019-06-25,under age/weight,stray,field,2019-07-03,return to owner,FALSE,"33.8070298, -118.1108963",No,7,07,Summer
cat,tortie,Female,2023-02-24,2024-02-24,ill mild,stray,field,2024-03-08,rescue,FALSE,"33.8121258, -118.2199732",No,2,03,Spring
cat,brown,Unknown,2024-02-23,2024-02-22,ill moderatete,stray,field,2024-02-23,euthanasia,TRUE,"33.8121258, -118.2199732",No,1,02,Winter
cat,black,Spayed,2021-04-13,2021-04-21,under age/weight,stray,otc,2021-06-12,foster to adopt,FALSE,"33.8083474, -118.1867193",Yes,3,06,Summer
cat,brown  tabby,Spayed,2023-02-22,2024-02-22,ill moderatete,stray,field,2024-03-23,community cat,FALSE,"33.8121258, -118.2199732",No,2,03,Spring
cat,black,Neutered,2019-04-09,2019-05-29,normal,stray,field,2019-06-22,adoption,FALSE,"33.8083474, -118.1867193",Yes,5,06,Summer
cat,brown,Unknown,2024-02-23,2024-02-22,ill moderatete,stray,field,2024-02-23,euthanasia,TRUE,"33.8121258, -118.2199732",No,1,02,Winter
cat,black,Neutered,2021-04-13,2021-04-21,under age/weight,stray,otc,2021-07-28,adoption,FALSE,"33.8083474, -118.1867193",Yes,3,07,Summer
cat,orange,Neutered,2023-02-22,2024-02-23,ill mild,stray,field,2024-03-17,community cat,FALSE,"33.8121258, -118.2199732",No,2,03,Spring
cat,brown  tabby,Female,2014-09-23,2017-09-23,normal,stray,otc,2017-09-29,rescue,FALSE,"33.8121258, -118.2199732",No,10,09,Fall
dog,black,Spayed,2015-12-29,2017-12-29,normal,owner surrender,otc,2017-12-30,transfer,FALSE,"33.8086708, -118.1248175",No,9,12,Winter
dog,blue brindle,Female,2020-11-28,2022-11-28,normal,stray,otc,2022-12-08,adoption,FALSE,"33.810501, -118.0991267",Yes,4,12,Winter
dog,brown,Neutered,2013-10-15,2017-04-19,normal,owner surrender,otc,2017-04-20,transfer,FALSE,"33.8104097, -118.214618",No,11,04,Spring
cat,orange tabby,Neutered,2019-11-09,2021-09-17,ill moderatete,stray,field,2021-12-11,adoption,FALSE,"33.8104097, -118.214618",Yes,5,12,Winter
cat,black,Male,2020-09-13,2020-09-18,under age/weight,stray,otc,2020-09-19,rescue,FALSE,"33.810501, -118.0991267",No,4,09,Fall
cat,black,Unknown,2024-04-15,2024-02-19,under age/weight,stray,otc,2024-02-19,died,TRUE,"33.8093568, -118.1219602",No,0,02,Winter
cat,seal point,Female,2024-09-11,2024-10-11,injured  moderate,stray,otc,2024-10-17,rescue,FALSE,"33.8105011, -118.0991126",No,0,10,Fall
wild,black,Unknown,2024-03-16,2024-04-16,ill moderatete,wildlife,field,2024-04-16,rescue,FALSE,"33.8100089, -118.1945212",No,1,04,Spring
cat,gray tabby,Male,2023-06-11,2023-07-01,under age/weight,stray,otc,2023-07-01,"trap, neuter, release",FALSE,"33.810501, -118.0991267",No,1,07,Summer
dog,gray,Spayed,2019-09-25,2022-09-25,normal,stray,otc,2022-10-01,adoption,FALSE,"33.8098463, -118.1675349",Yes,5,10,Fall
cat,gray tabby,Male,2023-06-11,2023-07-01,under age/weight,stray,otc,2023-07-01,rescue,FALSE,"33.810501, -118.0991267",No,1,07,Summer
dog,blonde,Spayed,2018-08-05,2023-11-28,normal,return,adoption,2023-12-01,rescue,FALSE,"33.8091705, -118.0782942",No,6,12,Winter
cat,orange,Spayed,2022-09-08,2022-12-08,ill mild,stray,otc,2023-01-06,homefirst,FALSE,"33.8119364, -118.2178026",No,2,01,Winter
dog,fawn,Male,2017-04-08,2017-12-26,normal,stray,field,2017-12-27,return to owner,FALSE,"33.8099853, -118.198867",No,7,12,Winter
cat,brown  tabby,Neutered,2018-12-08,2022-12-08,ill mild,stray,otc,2023-01-12,community cat,FALSE,"33.8119364, -118.2178026",No,6,01,Winter
cat,black,Neutered,2021-08-29,2021-11-28,normal,"trap, neuter, return",NA,2021-11-30,"trap, neuter, release",FALSE,"33.8513688, -118.1565146",No,3,11,Fall
other,brown,Unknown,2022-04-15,2022-10-15,injured  moderate,wildlife,field,2022-10-15,euthanasia,TRUE,"33.81065090000001, -118.1019077",No,2,10,Fall
dog,gray,Male,2018-09-17,2022-09-17,normal,stray,field,2022-09-20,return to owner,FALSE,"33.8098634, -118.2040947",No,6,09,Fall
dog,black,Spayed,2014-06-17,2018-06-17,normal,confiscate,police,2018-06-20,return to owner,FALSE,"33.7728634, -118.0783169",No,10,06,Summer
cat,gray tabby,Spayed,2019-05-15,2019-06-15,fractious,stray,trap,2019-11-21,adoption,FALSE,"33.8116156, -118.2013181",Yes,5,11,Fall
cat,black,Spayed,2011-03-24,2018-03-24,normal,owner surrender,otc,2018-04-17,adoption,FALSE,"33.7860322, -118.1577365",Yes,14,04,Spring
dog,tricolor,Neutered,2015-08-22,2018-08-22,injured  mild,stray,field,2018-08-22,return to owner,FALSE,"33.8123332, -118.1933631",No,9,08,Summer
dog,brown,Male,2015-06-18,2018-10-27,normal,owner surrender,otc,2018-11-01,transfer,FALSE,"33.8144267, -118.1937341",No,9,11,Fall
cat,calico tabby,Unknown,2024-09-09,2024-10-09,under age/weight,stray,field,2024-10-09,euthanasia,TRUE,"33.8144262, -118.1937449",No,0,10,Fall
cat,gray,Neutered,2022-01-14,2024-01-14,injured  moderate,stray,field,2024-01-28,adoption,FALSE,"33.8690316, -118.1588352",Yes,3,01,Winter
cat,brown  tabby,Spayed,2016-07-07,2018-07-07,normal,stray,otc,2018-09-05,adoption,FALSE,"33.8690316, -118.1588365",Yes,8,09,Fall
dog,black,Neutered,2005-08-09,2017-08-09,normal,owner surrender,otc,2017-11-12,adoption,FALSE,"33.8108963, -118.1078752",Yes,19,11,Fall
other,gray,Unknown,2020-07-27,2022-07-27,normal,wildlife,field,2022-07-27,return to wild habitat,FALSE,"33.7750837, -118.1576846",No,4,07,Summer
dog,black,Neutered,2020-02-18,2021-02-18,normal,stray,otc,2021-04-02,adoption,FALSE,"33.78241879999999, -118.1576617",Yes,5,04,Spring
dog,fawn,Female,2011-08-09,2017-08-09,normal,owner surrender,otc,2017-08-17,adoption,FALSE,"33.8108963, -118.1078752",Yes,13,08,Summer
dog,brown,Spayed,2018-12-30,2019-08-30,normal,stray,field,2019-09-13,adoption,FALSE,"33.78241879999999, -118.1576617",Yes,6,09,Fall
cat,orange,Male,2016-10-01,2019-05-04,normal,owner surrender,otc,2019-05-05,transfer,FALSE,"33.8118255, -118.1868888",No,8,05,Spring
dog,white,Male,2017-04-24,2019-04-24,injured  severe,stray,field,2019-05-12,rescue,FALSE,"33.8731567, -118.1588314",No,7,05,Spring
cat,brown  tabby,Male,2015-08-26,2017-02-24,normal,stray,trap,2017-02-26,return to owner,FALSE,"33.8106458, -118.0964297",No,9,02,Winter
cat,black,Neutered,2024-05-23,2024-07-10,under age/weight,stray,otc,2024-09-21,adoption,FALSE,"33.7622816, -118.158791",Yes,0,09,Fall
cat,gray,Spayed,2015-08-01,2023-04-23,ill severe,stray,field,2023-04-23,died,TRUE,"33.8116252, -118.2035007",No,9,04,Spring
other,gray,Unknown,2017-06-14,2017-06-29,under age/weight,wildlife,field,2017-06-29,euthanasia,TRUE,"33.7658074, -118.1577882",No,7,06,Summer
cat,brown  tabby,Female,2017-09-26,2017-12-26,normal,stray,field,2017-12-29,rescue,FALSE,"33.8116252, -118.2035007",No,7,12,Winter
other,gray,Unknown,2017-06-14,2017-06-29,under age/weight,wildlife,field,2017-06-29,euthanasia,TRUE,"33.7658074, -118.1577882",No,7,06,Summer
guinea pig,black,Male,2021-12-14,2022-12-14,normal,stray,otc,2023-01-01,adoption,FALSE,"33.766872, -118.1577913",Yes,3,01,Winter
cat,brown,Spayed,2017-05-31,2019-05-31,normal,stray,trap,2019-06-13,"shelter, neuter, return",FALSE,"33.8105414, -118.1111403",No,7,06,Summer
dog,gray,Neutered,2021-09-22,2022-09-22,normal,stray,otc,2022-10-16,adoption,FALSE,"33.7894629, -118.1573716",Yes,3,10,Fall
cat,calico,Spayed,2019-07-02,2020-07-02,normal,stray,trap,2020-07-10,"shelter, neuter, return",FALSE,"33.8105414, -118.1111403",No,5,07,Summer
wild,gray,Unknown,2020-07-17,2022-07-17,ill severe,wildlife,field,2022-07-17,euthanasia,TRUE,"33.8099963, -118.1967129",No,4,07,Summer
cat,tortie,Spayed,2023-04-20,2023-04-28,under age/weight,stray,otc,2023-07-23,adoption,FALSE,"33.8121258, -118.2199732",Yes,1,07,Summer
cat,black,Neutered,2016-11-28,2019-05-28,injured  severe,owner surrender,field,2020-02-20,adoption,FALSE,"33.8099889, -118.2086871",Yes,8,02,Winter
wild,gray,Unknown,2024-04-26,2024-06-26,ill severe,wildlife,otc,2024-06-26,euthanasia,TRUE,"33.8108364, -118.0922086",No,0,06,Summer
